,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent_len
206,frozenset({'912467'}),frozenset({'903131'}),0.024,0.0061,0.0014,0.0565,9.243,0.0012,1.0534,1
207,frozenset({'903131'}),frozenset({'912467'}),0.0061,0.024,0.0014,0.2217,9.243,0.0012,1.254,1
208,frozenset({'903136'}),frozenset({'903142'}),0.0197,0.0059,0.0011,0.0571,9.7319,0.001,1.0543,1
209,frozenset({'903142'}),frozenset({'903136'}),0.0059,0.0197,0.0011,0.1916,9.7319,0.001,1.2127,1
210,frozenset({'903143'}),frozenset({'903142'}),0.007,0.0059,0.0017,0.2371,40.4415,0.0016,1.3031,1
211,frozenset({'903142'}),frozenset({'903143'}),0.0059,0.007,0.0017,0.2826,40.4415,0.0016,1.3841,1
212,frozenset({'903133'}),frozenset({'903142'}),0.0189,0.0059,0.001,0.0548,9.3456,0.0009,1.0518,1
213,frozenset({'903142'}),frozenset({'903133'}),0.0059,0.0189,0.001,0.1769,9.3456,0.0009,1.1919,1
214,frozenset({'903142'}),frozenset({'903141'}),0.0059,0.0052,0.0015,0.2506,48.3247,0.0014,1.3275,1
215,frozenset({'903141'}),frozenset({'903142'}),0.0052,0.0059,0.0015,0.2833,48.3247,0.0014,1.3872,1
216,frozenset({'912467'}),frozenset({'903141'}),0.024,0.0052,0.001,0.0432,8.3384,0.0009,1.0398,1
217,frozenset({'903141'}),frozenset({'912467'}),0.0052,0.024,0.001,0.2,8.3384,0.0009,1.22,1
218,frozenset({'903143'}),frozenset({'903141'}),0.007,0.0052,0.0015,0.2144,41.348,0.0015,1.2664,1
219,frozenset({'903141'}),frozenset({'903143'}),0.0052,0.007,0.0015,0.2889,41.348,0.0015,1.3964,1
220,frozenset({'900349'}),frozenset({'900510'}),0.0343,0.0432,0.0029,0.0832,1.9244,0.0014,1.0436,1
221,frozenset({'900510'}),frozenset({'900349'}),0.0432,0.0343,0.0029,0.066,1.9244,0.0014,1.0339,1
222,frozenset({'900510'}),frozenset({'902129'}),0.0432,0.0198,0.0019,0.045,2.2694,0.0011,1.0263,1
223,frozenset({'902129'}),frozenset({'900510'}),0.0198,0.0432,0.0019,0.0981,2.2694,0.0011,1.0608,1
224,frozenset({'900349'}),frozenset({'902129'}),0.0343,0.0198,0.0018,0.0517,2.6072,0.0011,1.0336,1
225,frozenset({'902129'}),frozenset({'900349'}),0.0198,0.0343,0.0018,0.0894,2.6072,0.0011,1.0605,1
226,frozenset({'912467'}),frozenset({'902129'}),0.024,0.0198,0.0017,0.0697,3.5147,0.0012,1.0536,1
227,frozenset({'902129'}),frozenset({'912467'}),0.0198,0.024,0.0017,0.0843,3.5147,0.0012,1.0659,1
228,frozenset({'908059'}),frozenset({'902129'}),0.0287,0.0198,0.0027,0.0935,4.7176,0.0021,1.0813,1
229,frozenset({'902129'}),frozenset({'908059'}),0.0198,0.0287,0.0027,0.1352,4.7176,0.0021,1.1232,1
230,frozenset({'900340'}),frozenset({'902129'}),0.021,0.0198,0.0012,0.0584,2.9472,0.0008,1.041,1
231,frozenset({'902129'}),frozenset({'900340'}),0.0198,0.021,0.0012,0.0618,2.9472,0.0008,1.0435,1
232,frozenset({'902129'}),frozenset({'900061'}),0.0198,0.0306,0.0017,0.0865,2.8251,0.0011,1.0612,1
233,frozenset({'900061'}),frozenset({'902129'}),0.0306,0.0198,0.0017,0.056,2.8251,0.0011,1.0383,1
234,frozenset({'900120'}),frozenset({'902129'}),0.0204,0.0198,0.0018,0.0882,4.4471,0.0014,1.0749,1
235,frozenset({'902129'}),frozenset({'900120'}),0.0198,0.0204,0.0018,0.0908,4.4471,0.0014,1.0775,1
236,frozenset({'901869'}),frozenset({'902129'}),0.0284,0.0198,0.0012,0.0436,2.2001,0.0007,1.0249,1
237,frozenset({'902129'}),frozenset({'901869'}),0.0198,0.0284,0.0012,0.0625,2.2001,0.0007,1.0364,1
238,frozenset({'902133'}),frozenset({'902129'}),0.0238,0.0198,0.0037,0.1571,7.9254,0.0033,1.1629,1
239,frozenset({'902129'}),frozenset({'902133'}),0.0198,0.0238,0.0037,0.189,7.9254,0.0033,1.2036,1
240,frozenset({'900116'}),frozenset({'902129'}),0.0261,0.0198,0.0024,0.0937,4.7278,0.0019,1.0815,1
241,frozenset({'902129'}),frozenset({'900116'}),0.0198,0.0261,0.0024,0.1235,4.7278,0.0019,1.1111,1
242,frozenset({'901728'}),frozenset({'902129'}),0.0233,0.0198,0.002,0.0848,4.2769,0.0015,1.071,1
243,frozenset({'902129'}),frozenset({'901728'}),0.0198,0.0233,0.002,0.0996,4.2769,0.0015,1.0847,1
244,frozenset({'900510'}),frozenset({'903157'}),0.0432,0.0085,0.001,0.0233,2.7351,0.0006,1.0152,1
245,frozenset({'903157'}),frozenset({'900510'}),0.0085,0.0432,0.001,0.1182,2.7351,0.0006,1.0851,1
246,frozenset({'912467'}),frozenset({'903157'}),0.024,0.0085,0.0011,0.0462,5.4228,0.0009,1.0395,1
247,frozenset({'903157'}),frozenset({'912467'}),0.0085,0.024,0.0011,0.1301,5.4228,0.0009,1.1219,1
248,frozenset({'908059'}),frozenset({'903157'}),0.0287,0.0085,0.0017,0.0598,7.0155,0.0015,1.0546,1
249,frozenset({'903157'}),frozenset({'908059'}),0.0085,0.0287,0.0017,0.201,7.0155,0.0015,1.2157,1
250,frozenset({'900349'}),frozenset({'900351'}),0.0343,0.0081,0.004,0.1172,14.4796,0.0037,1.1236,1
251,frozenset({'900351'}),frozenset({'900349'}),0.0081,0.0343,0.004,0.4964,14.4796,0.0037,1.9178,1
252,frozenset({'900340'}),frozenset({'900351'}),0.021,0.0081,0.0011,0.0502,6.1971,0.0009,1.0443,1
253,frozenset({'900351'}),frozenset({'900340'}),0.0081,0.021,0.0011,0.1299,6.1971,0.0009,1.1252,1
254,frozenset({'900349'}),frozenset({'900350'}),0.0343,0.0059,0.0027,0.0794,13.4125,0.0025,1.0798,1
255,frozenset({'900350'}),frozenset({'900349'}),0.0059,0.0343,0.0027,0.4599,13.4125,0.0025,1.7879,1
256,frozenset({'900350'}),frozenset({'900351'}),0.0059,0.0081,0.0027,0.4526,55.8986,0.0026,1.8119,1
257,frozenset({'900351'}),frozenset({'900350'}),0.0081,0.0059,0.0027,0.331,55.8986,0.0026,1.4858,1
258,"frozenset({'900349', '900350'})",frozenset({'900351'}),0.0027,0.0081,0.0016,0.582,71.8887,0.0016,2.373,2
259,"frozenset({'900349', '900351'})",frozenset({'900350'}),0.004,0.0059,0.0016,0.3943,66.5905,0.0016,1.6411,2
260,"frozenset({'900350', '900351'})",frozenset({'900349'}),0.0027,0.0343,0.0016,0.5914,17.2492,0.0015,2.3635,2
261,frozenset({'900349'}),"frozenset({'900350', '900351'})",0.0343,0.0027,0.0016,0.0462,17.2492,0.0015,1.0456,1
262,frozenset({'900350'}),"frozenset({'900349', '900351'})",0.0059,0.004,0.0016,0.2676,66.5905,0.0016,1.36,1
263,frozenset({'900351'}),"frozenset({'900349', '900350'})",0.0081,0.0027,0.0016,0.1957,71.8887,0.0016,1.24,1
264,frozenset({'902434'}),frozenset({'902405'}),0.0179,0.0611,0.0037,0.205,3.356,0.0026,1.181,1
265,frozenset({'902405'}),frozenset({'902434'}),0.0611,0.0179,0.0037,0.0601,3.356,0.0026,1.0449,1
266,frozenset({'902434'}),frozenset({'902459'}),0.0179,0.0203,0.0038,0.2106,10.3614,0.0034,1.2411,1
267,frozenset({'902459'}),frozenset({'902434'}),0.0203,0.0179,0.0038,0.1857,10.3614,0.0034,1.206,1
268,frozenset({'902434'}),frozenset({'902450'}),0.0179,0.0455,0.0053,0.2958,6.5046,0.0045,1.3555,1
269,frozenset({'902450'}),frozenset({'902434'}),0.0455,0.0179,0.0053,0.1166,6.5046,0.0045,1.1117,1
270,frozenset({'902449'}),frozenset({'902434'}),0.0405,0.0179,0.0044,0.1074,5.9929,0.0036,1.1002,1
271,frozenset({'902434'}),frozenset({'902449'}),0.0179,0.0405,0.0044,0.2428,5.9929,0.0036,1.2671,1
272,frozenset({'902434'}),frozenset({'902442'}),0.0179,0.0281,0.0035,0.1969,7.0038,0.003,1.2102,1
273,frozenset({'902442'}),frozenset({'902434'}),0.0281,0.0179,0.0035,0.1255,7.0038,0.003,1.123,1
274,frozenset({'902456'}),frozenset({'902434'}),0.018,0.0179,0.0026,0.1438,8.0226,0.0023,1.147,1
275,frozenset({'902434'}),frozenset({'902456'}),0.0179,0.018,0.0026,0.1447,8.0226,0.0023,1.1481,1
276,frozenset({'902453'}),frozenset({'902434'}),0.025,0.0179,0.0025,0.1004,5.6027,0.0021,1.0917,1
277,frozenset({'902434'}),frozenset({'902453'}),0.0179,0.025,0.0025,0.1399,5.6027,0.0021,1.1336,1
278,"frozenset({'902434', '902405'})",frozenset({'902450'}),0.0037,0.0455,0.0015,0.4,8.7953,0.0013,1.5909,2
279,"frozenset({'902434', '902450'})",frozenset({'902405'}),0.0053,0.0611,0.0015,0.2772,4.5379,0.0011,1.299,2
280,"frozenset({'902405', '902450'})",frozenset({'902434'}),0.0118,0.0179,0.0015,0.1242,6.9327,0.0013,1.1214,2
281,frozenset({'902434'}),"frozenset({'902405', '902450'})",0.0179,0.0118,0.0015,0.082,6.9327,0.0013,1.0764,1
282,frozenset({'902405'}),"frozenset({'902434', '902450'})",0.0611,0.0053,0.0015,0.0241,4.5379,0.0011,1.0192,1
283,frozenset({'902450'}),"frozenset({'902434', '902405'})",0.0455,0.0037,0.0015,0.0323,8.7953,0.0013,1.0296,1
284,"frozenset({'902449', '902434'})",frozenset({'902405'}),0.0044,0.0611,0.0013,0.2947,4.8248,0.001,1.3312,2
285,"frozenset({'902449', '902405'})",frozenset({'902434'}),0.0094,0.0179,0.0013,0.1367,7.6288,0.0011,1.1376,2
286,"frozenset({'902434', '902405'})",frozenset({'902449'}),0.0037,0.0405,0.0013,0.349,8.6159,0.0011,1.4739,2
287,frozenset({'902449'}),"frozenset({'902434', '902405'})",0.0405,0.0037,0.0013,0.0317,8.6159,0.0011,1.0289,1
288,frozenset({'902434'}),"frozenset({'902449', '902405'})",0.0179,0.0094,0.0013,0.0715,7.6288,0.0011,1.067,1
289,frozenset({'902405'}),"frozenset({'902449', '902434'})",0.0611,0.0044,0.0013,0.021,4.8248,0.001,1.017,1
290,"frozenset({'902434', '902459'})",frozenset({'902450'}),0.0038,0.0455,0.0017,0.4542,9.987,0.0015,1.7488,2
291,"frozenset({'902450', '902459'})",frozenset({'902434'}),0.0091,0.0179,0.0017,0.188,10.4903,0.0016,1.2094,2
292,"frozenset({'902434', '902450'})",frozenset({'902459'}),0.0053,0.0203,0.0017,0.3234,15.9088,0.0016,1.4479,2
293,frozenset({'902459'}),"frozenset({'902434', '902450'})",0.0203,0.0053,0.0017,0.0843,15.9088,0.0016,1.0863,1
294,frozenset({'902434'}),"frozenset({'902450', '902459'})",0.0179,0.0091,0.0017,0.0957,10.4903,0.0016,1.0957,1
295,frozenset({'902450'}),"frozenset({'902434', '902459'})",0.0455,0.0038,0.0017,0.0377,9.987,0.0015,1.0352,1
296,"frozenset({'902449', '902434'})",frozenset({'902459'}),0.0044,0.0203,0.0013,0.3046,14.9872,0.0012,1.4089,2
297,"frozenset({'902449', '902459'})",frozenset({'902434'}),0.0064,0.0179,0.0013,0.2086,11.6411,0.0012,1.241,2
298,"frozenset({'902434', '902459'})",frozenset({'902449'}),0.0038,0.0405,0.0013,0.3511,8.6684,0.0012,1.4787,2
299,frozenset({'902449'}),"frozenset({'902434', '902459'})",0.0405,0.0038,0.0013,0.0327,8.6684,0.0012,1.0299,1
300,frozenset({'902434'}),"frozenset({'902449', '902459'})",0.0179,0.0064,0.0013,0.074,11.6411,0.0012,1.073,1
301,frozenset({'902459'}),"frozenset({'902449', '902434'})",0.0203,0.0044,0.0013,0.0652,14.9872,0.0012,1.0651,1
302,"frozenset({'902449', '902434'})",frozenset({'902450'}),0.0044,0.0455,0.0028,0.6325,13.9065,0.0026,2.597,2
303,"frozenset({'902449', '902450'})",frozenset({'902434'}),0.0192,0.0179,0.0028,0.1435,8.0076,0.0024,1.1466,2
304,"frozenset({'902434', '902450'})",frozenset({'902449'}),0.0053,0.0405,0.0028,0.519,12.8126,0.0025,1.9949,2
305,frozenset({'902449'}),"frozenset({'902434', '902450'})",0.0405,0.0053,0.0028,0.0679,12.8126,0.0025,1.0672,1
306,frozenset({'902434'}),"frozenset({'902449', '902450'})",0.0179,0.0192,0.0028,0.1535,8.0076,0.0024,1.1587,1
307,frozenset({'902450'}),"frozenset({'902449', '902434'})",0.0455,0.0044,0.0028,0.0605,13.9065,0.0026,1.0598,1
308,"frozenset({'902434', '902442'})",frozenset({'902450'}),0.0035,0.0455,0.0021,0.5918,13.0135,0.0019,2.3386,2
309,"frozenset({'902434', '902450'})",frozenset({'902442'}),0.0053,0.0281,0.0021,0.394,14.0122,0.0019,1.6038,2
310,"frozenset({'902442', '902450'})",frozenset({'902434'}),0.0113,0.0179,0.0021,0.1852,10.3336,0.0019,1.2053,2
311,frozenset({'902434'}),"frozenset({'902442', '902450'})",0.0179,0.0113,0.0021,0.1166,10.3336,0.0019,1.1192,1
312,frozenset({'902442'}),"frozenset({'902434', '902450'})",0.0281,0.0053,0.0021,0.0743,14.0122,0.0019,1.0745,1
313,frozenset({'902450'}),"frozenset({'902434', '902442'})",0.0455,0.0035,0.0021,0.0459,13.0135,0.0019,1.0444,1
314,"frozenset({'902449', '902434'})",frozenset({'902442'}),0.0044,0.0281,0.002,0.4669,16.6034,0.0019,1.823,2
315,"frozenset({'902449', '902442'})",frozenset({'902434'}),0.0103,0.0179,0.002,0.1969,10.9888,0.0018,1.2229,2
316,"frozenset({'902434', '902442'})",frozenset({'902449'}),0.0035,0.0405,0.002,0.5755,14.207,0.0019,2.2603,2
317,frozenset({'902449'}),"frozenset({'902434', '902442'})",0.0405,0.0035,0.002,0.0501,14.207,0.0019,1.0491,1
318,frozenset({'902434'}),"frozenset({'902449', '902442'})",0.0179,0.0103,0.002,0.1133,10.9888,0.0018,1.1162,1
319,frozenset({'902442'}),"frozenset({'902449', '902434'})",0.0281,0.0044,0.002,0.0722,16.6034,0.0019,1.0732,1
320,"frozenset({'902434', '902442'})",frozenset({'902459'}),0.0035,0.0203,0.0011,0.298,14.6587,0.001,1.3955,2
321,"frozenset({'902434', '902459'})",frozenset({'902442'}),0.0038,0.0281,0.0011,0.2786,9.9085,0.0009,1.3473,2
322,"frozenset({'902442', '902459'})",frozenset({'902434'}),0.0046,0.0179,0.0011,0.2288,12.7696,0.001,1.2735,2
323,frozenset({'902434'}),"frozenset({'902442', '902459'})",0.0179,0.0046,0.0011,0.0587,12.7696,0.001,1.0575,1
324,frozenset({'902442'}),"frozenset({'902434', '902459'})",0.0281,0.0038,0.0011,0.0374,9.9085,0.0009,1.0349,1
325,frozenset({'902459'}),"frozenset({'902434', '902442'})",0.0203,0.0035,0.0011,0.0517,14.6587,0.001,1.0508,1
326,"frozenset({'902449', '902434', '902442'})",frozenset({'902450'}),0.002,0.0455,0.0015,0.7447,16.3743,0.0014,3.7385,3
327,"frozenset({'902449', '902434', '902450'})",frozenset({'902442'}),0.0028,0.0281,0.0015,0.5497,19.5498,0.0014,2.1585,3
328,"frozenset({'902449', '902442', '902450'})",frozenset({'902434'}),0.0067,0.0179,0.0015,0.2253,12.5733,0.0014,1.2677,3
329,"frozenset({'902434', '902442', '902450'})",frozenset({'902449'}),0.0021,0.0405,0.0015,0.7241,17.8761,0.0014,3.4782,3
330,"frozenset({'902449', '902434'})","frozenset({'902442', '902450'})",0.0044,0.0113,0.0015,0.3477,30.8238,0.0015,1.5157,2
331,"frozenset({'902449', '902442'})","frozenset({'902434', '902450'})",0.0103,0.0053,0.0015,0.1466,27.6627,0.0015,1.1656,2
332,"frozenset({'902449', '902450'})","frozenset({'902434', '902442'})",0.0192,0.0035,0.0015,0.0789,22.3517,0.0014,1.0818,2
333,"frozenset({'902434', '902442'})","frozenset({'902449', '902450'})",0.0035,0.0192,0.0015,0.4286,22.3517,0.0014,1.7164,2
334,"frozenset({'902434', '902450'})","frozenset({'902449', '902442'})",0.0053,0.0103,0.0015,0.2853,27.6627,0.0015,1.3848,2
335,"frozenset({'902442', '902450'})","frozenset({'902449', '902434'})",0.0113,0.0044,0.0015,0.1341,30.8238,0.0015,1.1498,2
336,frozenset({'902449'}),"frozenset({'902434', '902442', '902450'})",0.0405,0.0021,0.0015,0.0373,17.8761,0.0014,1.0366,1
337,frozenset({'902434'}),"frozenset({'902449', '902442', '902450'})",0.0179,0.0067,0.0015,0.0844,12.5733,0.0014,1.0849,1
338,frozenset({'902442'}),"frozenset({'902449', '902434', '902450'})",0.0281,0.0028,0.0015,0.0538,19.5498,0.0014,1.0539,1
339,frozenset({'902450'}),"frozenset({'902449', '902434', '902442'})",0.0455,0.002,0.0015,0.0333,16.3743,0.0014,1.0323,1
340,"frozenset({'902449', '902434'})",frozenset({'902456'}),0.0044,0.018,0.0015,0.3543,19.6444,0.0015,1.5208,2
341,"frozenset({'902449', '902456'})",frozenset({'902434'}),0.0086,0.0179,0.0015,0.1795,10.018,0.0014,1.197,2
342,"frozenset({'902456', '902434'})",frozenset({'902449'}),0.0026,0.0405,0.0015,0.5944,14.6744,0.0014,2.3659,2
343,frozenset({'902449'}),"frozenset({'902456', '902434'})",0.0405,0.0026,0.0015,0.0381,14.6744,0.0014,1.0369,1
344,frozenset({'902434'}),"frozenset({'902449', '902456'})",0.0179,0.0086,0.0015,0.086,10.018,0.0014,1.0847,1
345,frozenset({'902456'}),"frozenset({'902449', '902434'})",0.018,0.0044,0.0015,0.0855,19.6444,0.0015,1.0887,1
346,"frozenset({'902456', '902434'})",frozenset({'902450'}),0.0026,0.0455,0.0015,0.5833,12.8265,0.0014,2.2909,2
347,"frozenset({'902456', '902450'})",frozenset({'902434'}),0.0078,0.0179,0.0015,0.1937,10.8102,0.0014,1.218,2
348,"frozenset({'902434', '902450'})",frozenset({'902456'}),0.0053,0.018,0.0015,0.2853,15.8199,0.0014,1.374,2
349,frozenset({'902456'}),"frozenset({'902434', '902450'})",0.018,0.0053,0.0015,0.0839,15.8199,0.0014,1.0858,1
350,frozenset({'902434'}),"frozenset({'902456', '902450'})",0.0179,0.0078,0.0015,0.0844,10.8102,0.0014,1.0837,1
351,frozenset({'902450'}),"frozenset({'902456', '902434'})",0.0455,0.0026,0.0015,0.0333,12.8265,0.0014,1.0317,1
352,"frozenset({'902456', '902434'})",frozenset({'902442'}),0.0026,0.0281,0.0011,0.4167,14.8175,0.001,1.6661,2
353,"frozenset({'902456', '902442'})",frozenset({'902434'}),0.0052,0.0179,0.0011,0.2089,11.6577,0.001,1.2414,2
354,"frozenset({'902434', '902442'})",frozenset({'902456'}),0.0035,0.018,0.0011,0.3061,16.9729,0.001,1.4152,2
355,frozenset({'902456'}),"frozenset({'902434', '902442'})",0.018,0.0035,0.0011,0.0599,16.9729,0.001,1.06,1
356,frozenset({'902434'}),"frozenset({'902456', '902442'})",0.0179,0.0052,0.0011,0.0603,11.6577,0.001,1.0587,1
357,frozenset({'902442'}),"frozenset({'902456', '902434'})",0.0281,0.0026,0.0011,0.0384,14.8175,0.001,1.0373,1
358,"frozenset({'902449', '902434', '902456'})",frozenset({'902450'}),0.0015,0.0455,0.0011,0.7009,15.4123,0.001,3.1917,3
359,"frozenset({'902449', '902434', '902450'})",frozenset({'902456'}),0.0028,0.018,0.0011,0.3927,21.7716,0.001,1.6169,3
360,"frozenset({'902449', '902456', '902450'})",frozenset({'902434'}),0.0051,0.0179,0.0011,0.2101,11.723,0.001,1.2433,3
361,"frozenset({'902456', '902434', '902450'})",frozenset({'902449'}),0.0015,0.0405,0.0011,0.7143,17.6328,0.001,3.3582,3
362,"frozenset({'902449', '902434'})","frozenset({'902456', '902450'})",0.0044,0.0078,0.0011,0.2483,31.8069,0.001,1.32,2
363,"frozenset({'902449', '902456'})","frozenset({'902434', '902450'})",0.0086,0.0053,0.0011,0.1258,23.7374,0.001,1.1379,2
364,"frozenset({'902449', '902450'})","frozenset({'902456', '902434'})",0.0192,0.0026,0.0011,0.0563,21.7308,0.001,1.057,2
365,"frozenset({'902456', '902434'})","frozenset({'902449', '902450'})",0.0026,0.0192,0.0011,0.4167,21.7308,0.001,1.6814,2
366,"frozenset({'902434', '902450'})","frozenset({'902449', '902456'})",0.0053,0.0086,0.0011,0.2038,23.7374,0.001,1.2452,2
367,"frozenset({'902456', '902450'})","frozenset({'902449', '902434'})",0.0078,0.0044,0.0011,0.1384,31.8069,0.001,1.1556,2
368,frozenset({'902449'}),"frozenset({'902456', '902434', '902450'})",0.0405,0.0015,0.0011,0.0267,17.6328,0.001,1.0258,1
369,frozenset({'902434'}),"frozenset({'902449', '902456', '902450'})",0.0179,0.0051,0.0011,0.0603,11.723,0.001,1.0587,1
370,frozenset({'902456'}),"frozenset({'902449', '902434', '902450'})",0.018,0.0028,0.0011,0.0599,21.7716,0.001,1.0608,1
371,frozenset({'902450'}),"frozenset({'902449', '902434', '902456'})",0.0455,0.0015,0.0011,0.0238,15.4123,0.001,1.0228,1
372,"frozenset({'902449', '902453'})",frozenset({'902434'}),0.0114,0.0179,0.0016,0.1394,7.7797,0.0014,1.1412,2
373,"frozenset({'902449', '902434'})",frozenset({'902453'}),0.0044,0.025,0.0016,0.3642,14.5899,0.0015,1.5336,2
374,"frozenset({'902453', '902434'})",frozenset({'902449'}),0.0025,0.0405,0.0016,0.6322,15.6061,0.0015,2.6086,2
375,frozenset({'902449'}),"frozenset({'902453', '902434'})",0.0405,0.0025,0.0016,0.0391,15.6061,0.0015,1.0381,1
376,frozenset({'902453'}),"frozenset({'902449', '902434'})",0.025,0.0044,0.0016,0.0635,14.5899,0.0015,1.0631,1
377,frozenset({'902434'}),"frozenset({'902449', '902453'})",0.0179,0.0114,0.0016,0.0884,7.7797,0.0014,1.0845,1
378,"frozenset({'902453', '902434'})",frozenset({'902450'}),0.0025,0.0455,0.0015,0.5862,12.8897,0.0014,2.3068,2
379,"frozenset({'902453', '902450'})",frozenset({'902434'}),0.0093,0.0179,0.0015,0.1581,8.8244,0.0013,1.1666,2
380,"frozenset({'902434', '902450'})",frozenset({'902453'}),0.0053,0.025,0.0015,0.2772,11.1025,0.0013,1.3489,2
381,frozenset({'902453'}),"frozenset({'902434', '902450'})",0.025,0.0053,0.0015,0.0589,11.1025,0.0013,1.0569,1
382,frozenset({'902434'}),"frozenset({'902453', '902450'})",0.0179,0.0093,0.0015,0.082,8.8244,0.0013,1.0792,1
383,frozenset({'902450'}),"frozenset({'902453', '902434'})",0.0455,0.0025,0.0015,0.0323,12.8897,0.0014,1.0308,1
384,"frozenset({'902453', '902434'})",frozenset({'902442'}),0.0025,0.0281,0.0011,0.454,16.146,0.0011,1.7801,2
385,"frozenset({'902453', '902442'})",frozenset({'902434'}),0.0064,0.0179,0.0011,0.1779,9.9286,0.001,1.1946,2
386,"frozenset({'902434', '902442'})",frozenset({'902453'}),0.0035,0.025,0.0011,0.3224,12.916,0.001,1.4391,2
387,frozenset({'902453'}),"frozenset({'902434', '902442'})",0.025,0.0035,0.0011,0.0456,12.916,0.001,1.0441,1
388,frozenset({'902434'}),"frozenset({'902453', '902442'})",0.0179,0.0064,0.0011,0.0635,9.9286,0.001,1.061,1
389,frozenset({'902442'}),"frozenset({'902453', '902434'})",0.0281,0.0025,0.0011,0.0405,16.146,0.0011,1.0396,1
390,"frozenset({'902456', '902453'})",frozenset({'902434'}),0.0054,0.0179,0.001,0.1857,10.361,0.0009,1.206,2
391,"frozenset({'902456', '902434'})",frozenset({'902453'}),0.0026,0.025,0.001,0.3889,15.5773,0.0009,1.5955,2
392,"frozenset({'902453', '902434'})",frozenset({'902456'}),0.0025,0.018,0.001,0.4023,22.3054,0.001,1.6429,2
393,frozenset({'902456'}),"frozenset({'902453', '902434'})",0.018,0.0025,0.001,0.0559,22.3054,0.001,1.0566,1
394,frozenset({'902453'}),"frozenset({'902456', '902434'})",0.025,0.0026,0.001,0.0404,15.5773,0.0009,1.0394,1
395,frozenset({'902434'}),"frozenset({'902456', '902453'})",0.0179,0.0054,0.001,0.0563,10.361,0.0009,1.0539,1
396,"frozenset({'902449', '902453', '902434'})",frozenset({'902450'}),0.0016,0.0455,0.0012,0.7455,16.3913,0.0011,3.7499,3
397,"frozenset({'902449', '902453', '902450'})",frozenset({'902434'}),0.0063,0.0179,0.0012,0.1868,10.423,0.0011,1.2077,3
398,"frozenset({'902449', '902434', '902450'})",frozenset({'902453'}),0.0028,0.025,0.0012,0.4293,17.1968,0.0011,1.7085,3
399,"frozenset({'902453', '902434', '902450'})",frozenset({'902449'}),0.0015,0.0405,0.0012,0.8039,19.8456,0.0011,4.8934,3
